story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Sipurei-Zadikim_0011	Sipurei-Zadikim	minor	no-women	minor	human=gemini/claude-differs	The story centers entirely on male characters — Rabbi Israel Paletzker, Rabbi Azriel, the wealthy father-in-law, the Maggid of Mezeritch, and others. No woman appears or is mentioned in any capacity, even in passing.	The story focuses on Rabbi Israel and Rabbi Azriel's quest for understanding Torah. Although Rabbi Israel is married, his wife is not mentioned, so women are not a part of this story in any meaningful way.
Sipurei-Zadikim_0012	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story focuses entirely on male figures — the tailor father, his son Rabbi Yisrael, Rabbi Avraham the Malach, and Rabbi Shneur Zalman of Ladi — with no women appearing in any capacity, even in passing.	This story focuses on the deaths and legacies of several Hasidic leaders and contains no women characters.
Sipurei-Zadikim_0013	Sipurei-Zadikim	no-women	no-women	minor	human=claude/gemini-differs	The story revolves entirely around the dying poor tailor, the communal leaders (פרנסים), and the deceased rabbi; no women appear or are mentioned in any capacity throughout the narrative.	While not a major focus, the story mentions the sick tailor living with his wife in a small house. She doesn't speak or act, but her presence is implied.
Sipurei-Zadikim_0014	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story centers entirely on a Jewish man who confesses to attacking a duke in order to save the Jewish community from collective punishment. No women appear or are mentioned in any capacity throughout the narrative.	This story recounts an incident in Poland where a man throws a stone at a duke, leading to a decree to punish the Jewish community. A man steps forward to take responsibility and save the community. No women are mentioned.
Maase-Zadikim_0001	maase-zadikim	major	major	major	all-agree	The wife is a central, named-quality character whose piety, faith in the Besht, and active persuasion of her reluctant husband directly initiate the entire plot; without her initiative and speech, the husband would not have gone to the Besht and the story would not unfold. Her qualities (fear of Heaven, trust in God, emunah in the tzaddik) are explicitly foregrounded and indispensable to the narrative's movement.	The wife of the Torah scholar is instrumental in the plot. She persuades her husband to seek help from the Baal Shem Tov, initiating the central conflict and journey.
Maase-Zadikim_0002	maase-zadikim	no-women	minor	minor	models-agree/human-differs	The story centers on the ARI's explanation of gilgul (reincarnation) involving the groom's death at a wedding feast; women appear only briefly as 'המבשלות' (the cooks) who noticed a possible treifa and consulted the rabbi, a peripheral plot detail that does not drive the spiritual narrative.	The story involves a man who chokes at his wedding feast. Women are present only as cooks. The story focuses on reincarnation and divine justice, not on the role of women.
Maase-Zadikim_0003	maase-zadikim	no-women	major	major	models-agree/human-differs	Two women — the wealthy man's daughter and the nobleman's daughter — are both afflicted with madness, and their healing is the entire subject and driving force of the narrative; without them there is no story and no occasion for the Besht's miraculous deeds.	Both stories within the text feature women whose illnesses prompt the central action. The first details the Baal Shem Tov healing the daughter of a nobleman, and the second discusses a similar case of a daughter's madness.
Maase-Zadikim_0004	maase-zadikim	no-women	no-women	no-women	all-agree	The story centers entirely on the interaction between the Baal Shem Tov and Rabbi Ze'ev the av beit din, focusing on the Besht's intense prayer and its effect on the skeptical rabbi. No women appear or are referenced in any capacity.	This story focuses exclusively on the Ba'al Shem Tov and Rabbi Ze'ev; no women are mentioned or involved in the narrative.
Maase-Zadikim_0005	maase-zadikim	major	major	major	all-agree	Adel (מרת אדל), the Besht's daughter, is a named, foregrounded character whose weeping at the river and conversation with the wealthy merchant directly sets the plot's turning point in motion — without her initiative, the Besht would not have been invited to the merchant's home and his spiritual stature would not have been restored.	The story revolves around the Ba'al Shem Tov's journey and spiritual state, but his daughter, Adel, plays a crucial role. Her distress and actions, specifically her weeping by the river and seeking help from the wealthy man, directly lead to the Ba'al Shem Tov's restoration and ability to lead the Passover Seder. Thus, her role is major to the plot's resolution.
Maase-Zadikim_0006	maase-zadikim	minor	minor	minor	all-agree	Two women appear: the drunkard's wife, who briefly describes her husband's habits to the messengers, and a nobleman's widow, who proposes marriage to the man in the rabbi's explanatory backstory. Although the widow's seduction scene seems to set up the key act of piety that grants the drunkard his spiritual power, neither woman is foregrounded as a protagonist — the story centers on the drunkard's hidden merit and the power of a single mitzvah.	The story focuses on a man who appears to be a drunk, but his wife is present as she provides information to the messengers and describes her husband's behavior and history. Although she is not the focus, her account is crucial to understanding the situation.
Maase-Zadikim_0007	maase-zadikim	minor	no-women	minor	human=gemini/claude-differs	The story revolves entirely around male figures — Rabbi Tzvi of Ziditchov, his teacher from Lublin, the meshulach, and Rabbi Yehuda Gershon. No women appear or are mentioned in any capacity.	"Although no women are active characters, the Shechina is mentioned in passing as a point of reference, thus the story falls under the ""minor"" category."
Maase-Zadikim_0008	maase-zadikim	no-women	no-women	minor	human=claude/gemini-differs	The story concerns Rabbi Zusha, his brother Rabbi Elimelech, and a parable about a craftsman devoted to his king — no women appear in any capacity, named or unnamed, major or minor.	While the story primarily focuses on men and their relationship with God, it briefly mentions a wealthy craftsman who sells his possessions and travels to the city. The story mentions that the craftsman is male.
Maase-Zadikim_0009	maase-zadikim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the two brothers R. Shmelke and R. Pinchas Horowitz and their encounter with the Maggid of Mezeritch and R. Zishe; no women appear in any capacity.	"The story mentions the concept of Shabbat as a bride, ""Shabbat Queen"", but this is a metaphor and not a woman character. No actual women appear in the narrative."
Maase-Zadikim_0010	maase-zadikim	no-women	no-women	no-women	all-agree	The story centers entirely on Rabbi Shmelke's arrival in Nikolsburg and his teaching about humility and honor; no women appear or are referenced in any capacity.	This story focuses on the actions and motivations of male rabbis, with no mention of women.
